,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,policy,model
2297,24.0,275.7759048538644,10.0,0.05356297204963508,207.4143917508738,1.0,0.9265318861283006,230.3604484209666,1.0,0.041933994215186635,342.5894583722978,1.0,0.8429496260127021,233.97586886066085,1.0,0.2532790148197833,2.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2303,24.0,305.1745022795483,1.5,0.4512107215663514,47.39114557720022,1.5,0.5316160540022177,256.36913020778087,10.0,0.10016979695059636,241.3158651971466,10.0,0.8865281445119862,264.11976645227185,10.0,0.03534245162274023,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2305,106.0,80.7719875522003,1.5,0.34613576290388565,82.78782245859561,1.5,0.6581624771300653,311.1535660953876,10.0,0.11818104707586195,77.11550866352356,1.0,0.8703123407501059,138.32892071207212,10.0,0.7204873755630821,1.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2316,36.0,222.26922931218053,10.0,0.24692672348885716,39.141792966749115,1.0,0.6043361265471309,246.3222817833104,10.0,0.1093793082730911,190.67036857137109,1.5,0.60968578104654,311.6924198333414,1.5,0.9452481584415204,1.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2326,14.0,306.2501865144552,1.5,0.5410472771528881,347.2521427280735,10.0,0.4670327081103224,343.49804196796987,1.5,0.06461947958260647,208.63571635571603,1.0,0.8198326752507719,67.11249286655146,1.5,0.12167684973348132,3.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2337,26.0,283.0745730145278,1.0,0.22620164133109286,55.60934386143254,10.0,0.9114020482036636,171.51245777264026,10.0,0.08071618585785184,106.3936617686453,1.0,0.5643173053390195,42.48144588858743,1.5,0.9106842867185431,4.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2338,22.0,325.0482665276826,1.0,0.044732094045979984,254.73077725151944,1.5,0.9456032176155053,347.63011048532377,1.0,0.07342190632874278,111.84596839314872,1.5,0.5380348087801551,113.43315782320812,1.5,0.5966654857592403,3.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2340,130.0,65.97784183855754,1.0,0.0073214873621733545,279.00326836252015,1.0,0.9661429415149956,218.2303484521043,10.0,0.11186562261410517,342.1427603259688,10.0,0.3624914307790333,269.6933263329842,1.0,0.95104061580844,1.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2348,67.0,167.12381210268146,1.5,0.2456179281296735,243.59580699515442,10.0,0.6913057828601129,173.92719501312408,10.0,0.0070191705761287635,41.83743154181186,1.5,0.5109950591401936,259.5165343157433,1.5,0.9821159891127622,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2364,107.0,191.18829173723412,10.0,0.10553738011319336,304.6181502016013,1.5,0.180087059620542,313.5095807911388,10.0,0.04599085056323067,153.40246466494756,10.0,0.3072658227993253,102.12833115900035,1.5,0.4860231351855916,4.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2369,49.0,238.8289657612256,1.5,0.5397908277183593,163.76908349334025,1.0,0.7944481652439126,69.78494429678321,1.0,2.6445097697143868e-06,234.7692036391126,1.5,0.09598743876792584,203.4182557668552,10.0,0.8130329517025294,2.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2389,59.0,287.27544401426036,1.0,0.0419195938690886,346.58451646146233,1.0,0.30639270935758417,91.39830768166613,1.5,0.06220325009317571,297.14783974590733,10.0,0.869271125364134,227.9962692570939,1.5,0.0611164477439651,1.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2397,120.0,101.8719635916028,10.0,0.45584767124057596,123.00754013239448,10.0,0.9969789091609677,239.13848690681252,1.5,0.010299697235714785,62.7850178496376,10.0,0.6421721668164072,289.40022150252025,1.0,0.01869661192439899,4.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2399,128.0,341.3050599164874,10.0,0.5509828401669026,312.9153815875025,10.0,0.8881689888339445,55.02696957052389,10.0,0.018935906646557768,263.9247055510909,1.0,0.33486389894988183,41.896444566954116,1.0,0.8936796763129631,4.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2442,54.0,209.9981630456599,1.0,0.4535366023023187,47.24240784942828,1.5,0.38652651011996064,35.60847895086893,10.0,0.1143521546615814,318.10718807859837,1.5,0.6179996733729606,39.10533270757861,1.5,0.7226266807094429,1.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2445,132.0,253.38099331317449,1.0,0.5040644877932264,119.57612122737049,1.0,0.2535354086706192,134.83308873822114,1.0,0.11834554814516468,37.88586234377423,10.0,0.4377466414692952,256.3593406976393,1.0,0.5797170151410254,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2460,84.0,241.3247752171053,1.5,0.12596465180717745,272.4675604652064,1.0,0.2616608361750856,69.83586994467599,10.0,0.1005661191157252,333.18636069625234,10.0,0.20234354679963254,336.61417783374696,10.0,0.3954072613984687,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2462,92.0,317.8740876366088,10.0,0.020803781857447,202.40446287879033,1.0,0.5173720889910447,73.25889315459574,10.0,0.09558778319575338,144.2572390010483,1.5,0.7733093585769771,276.45534713595714,10.0,0.3703581626454394,2.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2471,68.0,320.0410570876176,1.5,0.3618911368052921,193.31580566049942,1.0,0.7194586682210795,61.26667086007854,10.0,0.050734632450906016,49.17381666583413,10.0,0.015276607985070013,259.24091231631434,10.0,0.24660085976371865,1.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2472,85.0,105.44389514294016,10.0,0.13198126146273134,132.68902390946596,1.5,0.5483113099946926,82.62519965126387,1.0,0.0594966306679181,346.34054699892266,1.5,0.4396891649821638,316.84665533225785,1.5,0.5413830644217482,2.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2482,1.0,283.97291805387636,1.5,0.5345133477649987,57.318972093354674,1.5,0.9311238692666598,252.07600590375802,10.0,0.08182540610696852,314.07159294329364,1.5,0.17158189777557076,222.7827673542553,1.0,0.5416954728926305,3.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2489,123.0,223.11166245713449,10.0,0.19564805530399207,201.70429586988425,1.5,0.9610326147651049,291.6344868748922,1.5,0.05764259989223931,155.48699520188504,1.0,0.7744788395637674,232.7078978311319,1.5,0.5109230974178864,4.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2496,44.0,293.0574202359094,10.0,0.3418988399033482,85.89714612224412,10.0,0.8518315306985272,194.24233568202115,1.0,0.01445057797731306,299.83342779336374,1.5,0.6403772128755912,117.82447029944441,1.5,0.9327630386969202,4.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2497,32.0,71.15868866326302,1.5,0.03560231459011636,158.23090733770863,1.0,0.4681412078332984,224.82899919177203,1.5,0.07017705399992716,190.57517335431217,1.0,0.5102980482067514,307.13969219311247,1.5,0.7025961586082781,2.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2522,130.0,174.87548035608944,1.5,0.031263249022217096,323.9102330413192,10.0,0.7492134002548242,193.7576686136784,1.5,0.043096816364142934,35.77816107199669,1.0,0.7007505954714446,62.70796059662957,1.0,0.12444977392675766,3.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2523,118.0,161.84388299391918,10.0,0.3399714232356101,156.15526218730213,1.5,0.08973017078267906,171.20301866555076,10.0,0.003308311215315075,266.14671479815246,1.5,0.3339746659838033,319.21354563348547,1.5,0.6474742886421114,1.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2553,98.0,128.23115669617266,1.5,0.01640310652571034,261.9018964934173,1.5,0.8774742082944469,200.6183107841523,10.0,0.10335661556799193,280.87981839783424,1.0,0.6195805278730822,104.06519125939616,10.0,0.4651362054461039,3.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2555,44.0,298.2674128174766,10.0,0.31011499058717484,118.40734587024328,1.0,0.29008912361711925,275.49838066957744,10.0,0.042680255249862194,342.940113017563,1.0,0.598909877835254,272.21059582990443,1.5,0.4466912279500696,4.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2557,73.0,195.416708632859,1.0,0.04902396200647898,105.80946082337178,1.0,0.0979864660451611,226.5035261448129,10.0,0.02134058681344199,147.8230538587472,1.5,0.19420401297194206,349.77833540907534,1.0,0.2501536618244343,1.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2558,47.0,109.64241267167831,10.0,0.13394469115181148,227.03909707701058,1.0,0.549316231681794,338.6481411148433,1.0,0.08274658480574162,250.00260232741292,1.5,0.6591716476448982,191.40370583300225,1.0,0.4683784192899327,2.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2564,95.0,215.51137486197152,1.5,0.056299599951812426,255.67430566847645,1.5,0.6683855027221133,317.06817289639775,1.5,0.06089047959064985,50.92444411205698,1.0,0.2989408965270135,307.6322833046969,1.0,0.5541675210778434,1.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2590,42.0,328.6113445627281,1.0,0.4627057774835616,89.7564788524158,10.0,0.98375611445017,283.7461844602272,1.0,0.03213546771019272,272.5052654499901,1.0,0.4760356546506332,236.78995726904282,1.5,0.17606876071321634,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2596,115.0,52.536853366296256,10.0,0.3804120116722707,32.740606426853105,1.5,0.9758539192286674,116.04700522473377,10.0,0.06412253823981788,195.3118463632239,1.0,0.6063490414874819,169.78336588700915,10.0,0.36924034959590896,1.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2603,2.0,245.83582273118625,1.5,0.30219165467956666,69.09325793243733,10.0,0.494670775150057,319.0326800150735,1.0,0.1046354795762994,339.3768615216468,1.0,0.65085433712248,260.2023322154475,1.5,0.9534429474975674,3.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2627,92.0,106.56174766408232,1.5,0.3239527034015417,127.08913981196687,1.5,0.8157607559668599,304.1019238321005,1.0,0.09067551087115784,235.14166697042447,10.0,0.5818737053044097,329.3247893319985,10.0,0.9131989033496608,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2644,52.0,295.68733153975893,1.0,0.21290316647422408,277.83843310034973,1.5,0.9401084665718968,252.4037557483333,1.0,0.11088845568526944,188.44624355633724,10.0,0.6719189413526993,337.4695965093702,1.5,0.095505912010675,1.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2655,22.0,106.2007978110306,1.5,0.4902923053170473,311.9565727811597,1.5,0.3522516707572255,95.96950285192074,1.0,0.04380088470865176,97.88274428723648,1.0,0.5582843676083741,92.64635570293257,1.5,0.7696261581803757,2.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2660,33.0,105.651534965398,1.0,0.2680445647501717,144.93557302253134,1.0,0.5473921478483925,241.17490110332253,10.0,0.09458959670046076,204.6947491390988,1.0,0.8056573172269692,211.4276357624691,1.5,0.08864526932376084,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2669,124.0,37.289490905380006,1.0,0.2866265940133649,336.6142618868943,10.0,0.3960440914297956,310.23799544014355,1.0,0.10966124136691738,336.27528118654243,1.0,0.14547221481542594,102.73992417969409,1.5,0.9732180591410816,3.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2677,92.0,243.43634806659531,1.5,0.07754173639613196,100.48820002056108,1.5,0.14651654471094724,231.7255535948087,1.5,0.041343959200566126,184.18010579371463,10.0,0.23251907252391404,218.54349925942117,1.5,0.4849805148899404,3.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2711,44.0,281.94139426390007,10.0,0.4212456247568312,74.86489891132453,1.5,0.14130400737291926,46.072887656722834,10.0,0.015073248945899941,281.8122657638762,1.5,0.5073947217117887,41.561666761744966,10.0,0.8799243796390912,4.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2746,59.0,78.25620102363987,10.0,0.4952238579313475,181.16254583687092,1.0,0.6089309642771524,85.45980812322006,1.0,0.007816114007592394,177.5186713454258,1.0,0.7433920324493021,249.69366431758561,1.5,0.738569555374341,4.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2766,102.0,160.26681779906508,1.0,0.4886344688879322,72.73311252081238,1.0,0.405944347294961,53.844187620655,10.0,0.0013510227927895466,96.31999155852371,1.0,0.1885051764916852,195.54648114527131,1.5,0.5586443965260282,4.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2772,25.0,128.13578407491468,10.0,0.3776829222552772,272.35252570078916,10.0,0.6899280687603249,267.76508353183374,1.5,0.11306437765590473,77.36749992899956,10.0,0.3557280958904505,87.72807775115854,1.0,0.7229244257032433,4.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2778,122.0,208.9730853697677,10.0,0.36635834058924893,70.75012996932088,1.0,0.7059252403088929,133.65925634942897,1.0,0.06304319689904178,279.6452901774975,10.0,0.4902013494877744,327.4362142153745,10.0,0.2818788065719061,3.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2783,0.0,122.18016618305091,1.0,0.03817128047446704,254.60318941123782,10.0,0.5092114617344878,239.76075171866412,10.0,0.061014399939418165,269.77549292726025,1.5,0.5305309692757354,115.0213348825103,10.0,0.7040308394754449,3.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2785,0.0,274.03951799753366,1.0,0.11148165290221786,287.43750593226525,1.5,0.7971696170085558,156.50622348377732,1.5,0.010740575046130936,270.9108154981739,1.5,0.8786889583765811,280.39434470136024,1.5,0.03252404651390519,2.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2789,124.0,191.6295251150531,10.0,0.09258819167151996,223.64086822839093,1.0,0.8623122951550719,295.9087668486945,1.0,0.02497266093361612,130.88770456172756,1.0,0.007526213011743985,228.50521798121545,1.0,0.5001335367488302,3.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2796,45.0,176.46409991821682,1.0,0.3369948388442445,131.9866866947072,1.0,0.7813150015286942,154.16600579394844,1.5,0.015537034505275897,242.40225648932807,10.0,0.6484799533764111,251.3578997530594,10.0,0.5206335662241425,4.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2811,23.0,175.33591839652524,1.0,0.34236832378071513,306.95616344148794,1.0,0.8382374307347953,76.54389624131942,1.0,0.11579862492380125,267.16751339857683,1.5,0.9264096900718856,295.41896579045374,1.0,0.8643071389169157,3.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2818,27.0,122.33311516168051,10.0,0.04871477253940824,322.64728667081675,1.5,0.17598951355335374,202.5356125491796,10.0,0.016637546043845253,60.99491682984027,1.0,0.035410072191818916,283.89735877472526,1.0,0.8920761191067234,1.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
2860,51.0,146.50111428349302,10.0,0.3154019059596434,118.55381088590859,1.5,0.5194186127704379,215.5547535798849,1.0,0.07872847677054091,298.47798991419575,1.5,0.14473423786518533,322.55524858021687,10.0,0.5516250006183829,2.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
