,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,policy,model
5226,37.0,336.3376767777187,10.0,0.2967285979038725,310.9685254196346,1.0,0.8125391730563165,108.73187795427576,1.5,0.028176933990504405,44.075134534372275,10.0,0.4621994172903048,238.00112782515544,1.5,0.5244142953942073,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5242,79.0,287.52045164625224,1.0,0.31184606478987204,339.79426959658093,10.0,0.1417341058215841,320.86018506723036,1.5,0.1127508678683208,317.55539608876927,10.0,0.17022180864466022,42.367117420995726,1.5,0.16710747146334262,2.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5243,32.0,51.212839302924394,1.5,0.4178625152057313,132.44994349473302,10.0,0.3072332735361589,131.8334551016165,10.0,0.09590236690406856,155.00235471834748,10.0,0.4024132109665665,338.4367255377705,10.0,0.15078323007555547,1.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5268,47.0,268.38813958267133,1.5,0.10539882323619172,63.329731608195324,1.0,0.3140034589586302,30.67369553986803,10.0,0.10879945853357027,228.5001380788124,1.5,0.5941601901453711,165.56137254225828,1.0,0.10607021458748153,3.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5290,48.0,69.32515551573161,1.0,0.02865418056095811,313.47247944768344,10.0,0.9439230459269634,343.10222938424636,1.5,0.022899604723062045,164.92014636255095,10.0,0.6975982748019195,111.89521232410435,10.0,0.6699214665809069,3.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5299,102.0,182.81913510710027,1.0,0.35282186515463904,43.508024774494274,10.0,0.4810459288265283,157.84314378831826,1.5,0.07858105983772247,77.0308544907397,1.0,0.10347528135703712,232.03262542146217,1.5,0.5542412783459599,4.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5334,24.0,161.78245046258752,1.5,0.4078496878219709,155.96581088228788,1.0,0.6123247316410717,125.33455614553525,10.0,0.06314454940545731,80.18012151591185,1.5,0.1689676772097496,36.579033990638656,1.0,0.7800271122592237,4.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5337,43.0,72.63363678283072,1.5,0.5496662281152799,258.33359086735595,10.0,0.9466967991676692,64.64048253354906,1.0,0.1177103750063041,102.71550381802956,1.0,0.5260180969841759,111.10216158360859,1.0,0.3219493751110216,2.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5344,116.0,252.10228572693862,10.0,0.5158012846582767,322.2018994623928,1.0,0.7351024457410225,243.2510809481616,10.0,0.09941181100084487,262.445047924614,1.5,0.022892078167750875,258.59697340256514,10.0,0.8989990327128454,1.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5345,94.0,161.0798354432977,10.0,0.1460965745855448,292.70868761304155,10.0,0.20527971366174855,170.601876289585,1.5,0.0447328527719179,116.67936163509188,10.0,0.5692112198003421,348.3787213204853,1.0,0.1268483067169648,1.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5409,13.0,149.04628942767215,1.5,0.35059135460893376,159.61463883278188,1.5,0.26350249536115944,44.85787393276263,10.0,0.004821600895846603,123.83082836968357,10.0,0.7859902959796833,60.31881370154864,1.5,0.22941086717437614,3.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5421,126.0,64.96119991278175,1.0,0.4553778032779964,204.9015868454697,1.5,0.3466706755220545,135.61955655957468,1.5,0.016964116080924168,116.81955242943258,10.0,0.8490102422862723,75.06062656114831,10.0,0.6276070710414855,1.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5428,20.0,65.53416837035867,10.0,0.3268184201177336,185.78300790755168,10.0,0.3103329599396301,95.5474795914848,10.0,0.026475251518433215,209.5212119410527,1.0,0.932412796797758,90.06536591902504,1.0,0.07585293639519128,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5483,89.0,73.80425178081894,1.0,0.4711512156032014,110.30882698461814,1.5,0.5046262614295136,209.2403467164571,10.0,0.10040288167234518,281.94813526247464,10.0,0.4834427775818636,250.7620763548315,1.5,0.9099670740838001,4.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5490,110.0,101.32306803177566,1.0,0.04168632071772052,232.19525267115282,10.0,0.6666012104924931,314.16939788228143,10.0,0.07579459892581472,249.31523201052812,1.0,0.1499186979340632,79.77107668127789,1.5,0.3269205744787877,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5511,49.0,306.8743543503914,1.0,0.3562101171849945,187.0655638905016,1.0,0.9428207654962438,117.30953837765085,1.5,0.08826051672345332,233.1967435300233,1.5,0.5110710134146813,40.8211407207608,1.0,0.6811355875378784,1.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5522,110.0,267.52038577141536,1.0,0.4019534393523101,83.73408446140664,10.0,0.8828317750475196,114.44340134098499,1.0,0.10664952334908842,174.09219651741782,1.5,0.8858744986448824,277.3882458436654,10.0,0.2135503137303684,2.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5527,35.0,95.28531061506823,1.0,0.09479904925512583,297.815430653696,1.5,0.7745505991730113,310.77659395512984,1.5,0.10127117699463488,75.24318411225255,10.0,0.938165877455436,273.35281972845746,1.0,0.2837284321285449,1.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5557,15.0,134.15153268728898,10.0,0.1557099083875753,244.7330950189077,10.0,0.8216679513395639,33.309731314017746,1.0,0.047888806425608235,333.33167441565536,1.0,0.5361462236493287,331.99999870611566,1.5,0.656893229397309,3.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5567,66.0,84.96890020030091,10.0,0.18425093954475766,162.30156079018056,1.0,0.6312864168329109,328.0093282733627,1.5,0.028828115104731145,84.30417764109633,1.5,0.5961552924092971,272.7819872300825,1.0,0.4646649287502376,4.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5575,101.0,255.25471448477902,1.0,0.35521033994727913,262.3147529140962,10.0,0.9546951288897284,146.9998080000239,10.0,0.11740686641506046,296.9797619740383,10.0,0.01814310863617727,278.7659581604628,1.0,0.21309988399853136,1.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5624,14.0,311.26146657435413,1.5,0.36848396160598973,323.3548377959101,10.0,0.2345245744487221,323.3667112793927,1.0,0.0997770167144052,248.33993734669014,1.0,0.034055094048531326,232.42974160172798,10.0,0.19303641829593887,1.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5665,38.0,331.61937217682845,1.0,0.06405826632663374,193.81746278605576,1.5,0.6781414967860986,91.01948841229574,1.5,0.00661237469649318,245.04088703728385,10.0,0.4918556824210932,183.61796297989258,1.0,0.8008680532936909,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5669,122.0,299.38412002454015,1.5,0.25181084424230005,227.93883943393868,10.0,0.9100863359811292,86.34600840080833,1.5,0.05420951773069455,139.0853305013633,10.0,0.7545453551423161,94.51358905239815,1.0,0.042175986139106426,3.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5670,120.0,159.98188222199508,1.0,0.028445608236684787,317.85358814644366,1.0,0.1902295160238708,126.5468429121344,1.5,0.004343840689528921,319.91278549173165,10.0,0.09316361888296323,256.55347359271616,1.0,0.015994375255389243,2.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5671,27.0,80.68276376297115,1.5,0.3124879468119682,166.9193498494129,1.0,0.324467468702728,314.6205662875513,1.0,0.08593789019067241,206.96302048182915,1.5,0.0565541825507711,70.98494336887025,1.0,0.7373489735232501,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5682,51.0,207.83208568897732,1.5,0.1092592612189019,187.4220804509169,1.5,0.4788786494338602,100.15645508490722,1.0,0.11785776176951725,186.46364054407925,1.5,0.5744351367278535,198.30310160460027,1.0,0.9374525915690501,2.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5762,70.0,240.3183074282444,1.5,0.2922269214887056,280.3072475704471,1.5,0.19011596733169805,82.79217196472274,10.0,0.102791742500368,87.07867441761026,1.0,0.1218835224181954,142.11880391161742,1.5,0.6539915734192367,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5796,10.0,80.080077924893,1.5,0.5149303709336207,103.34199847343321,1.5,0.1737008536030607,252.33620795119518,1.0,0.005596628306067393,117.76490936794454,1.0,0.9163876728091772,136.3226912497631,10.0,0.2005463575717754,2.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5801,126.0,211.61806851910882,1.5,0.5313263060863096,143.67587693651615,10.0,0.4684765898620939,138.74151544631738,10.0,0.016320941668123395,220.47013721345144,10.0,0.4726796439525029,63.766631309709005,1.5,0.15203767898328535,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5833,75.0,103.15612315797344,1.0,0.07354792300115777,128.8722153369169,1.5,0.43092654429027627,62.25687406421032,1.0,0.0924695877241557,232.71212304898083,10.0,0.1178470520289366,291.4834276068761,10.0,0.3342010933658313,2.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5855,5.0,156.8669876396154,1.0,0.05294586152924677,339.43203500603266,1.0,0.7650285061090235,335.14697157207337,1.5,0.02197788719810411,299.37456899836286,10.0,0.1160057858528969,66.94112976294328,10.0,0.6302871018613153,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5877,12.0,63.85745270890885,10.0,0.11951665678091285,335.02029716490074,1.5,0.2952905531852464,318.9579909740755,1.5,0.0063665170632521105,315.7956822757838,1.0,0.7917186448503527,159.93014019984204,1.0,0.3142002179673051,4.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5891,4.0,39.96581809666248,1.5,0.17645267206477386,346.33517781792335,1.5,0.7763136967835771,186.08299020895447,10.0,0.0040306007775073645,328.1263348162627,10.0,0.19342041615908948,289.3805784175568,1.5,0.6146012413201588,3.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5911,75.0,336.4200110382762,1.5,0.4690843710477896,204.76385110625432,1.5,0.34780936498350185,349.1197878456656,1.5,0.001806108051185004,134.72514783814697,10.0,0.48484133919654,131.30458327078506,1.5,0.04600608713249402,4.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5914,53.0,163.2603696559551,10.0,0.2712320281528953,92.026007928025,10.0,0.20441315158287826,334.9928465690479,1.0,0.060353820130214474,239.09094937441785,10.0,0.0601936620695599,218.62066799088282,1.0,0.22506283671139612,3.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5924,10.0,203.40640272062078,1.5,0.03741405660377577,212.93927934670342,1.0,0.6648006332356579,147.88762840878695,10.0,0.01803591273143289,135.1019037257067,1.0,0.31897838829312064,295.9990957785681,1.5,0.04530586626645613,4.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5936,119.0,62.87963842965211,1.5,0.25756947026910304,31.420788504958853,1.0,0.5134538686165332,122.46108745435558,10.0,0.03240936347571395,243.3873725549153,1.0,0.4667304827441163,297.60499379365064,1.5,0.3961510394245604,4.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5942,89.0,95.74300379590748,1.0,0.0977857033613055,123.2737189000416,10.0,0.5674086762106274,260.0696800564454,10.0,0.09089806335038172,271.53800088674234,10.0,0.8838911421523875,306.06042779584425,10.0,0.26468519536425283,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5943,38.0,337.8408569938132,1.5,0.10839446598635387,288.0024938066618,10.0,0.6933767198316779,346.4941071286682,10.0,0.0165566325913894,119.04041399524333,1.5,0.2922658086968992,347.1049201399312,1.5,0.9361244221776028,3.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5945,126.0,178.45144976244148,10.0,0.07870957155648499,252.1890277187737,1.5,0.6273711820338741,123.39116517595563,1.5,0.03043897274246118,136.78695338397296,1.5,0.2374850949391897,318.25567362225775,10.0,0.5652887302928062,1.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5948,107.0,323.29620006459567,1.5,0.1448642566617538,201.8232283156253,1.0,0.9876850928028126,257.09059128405863,1.0,0.08987986575762337,326.00986529634116,10.0,0.8086415982924458,159.97496611088448,1.5,0.35091889770300416,3.5,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5959,26.0,144.07655937708554,10.0,0.23950092460857064,93.26388123252629,10.0,0.07891643744105495,264.1293471333506,1.0,0.041123935220944784,46.93127500126466,1.0,0.4319224930055512,243.17709035097874,1.5,0.056201818399919695,2.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5967,108.0,53.53467246479697,10.0,0.27415159794855065,322.5109824548936,1.0,0.1794572231351334,240.4433958650674,1.0,0.07229208737019152,222.51046313411408,1.5,0.12077241506130636,73.71478497104434,1.0,0.7853939505625499,4.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
5972,15.0,105.89070372817015,1.0,0.3320524274045301,209.6945237307606,1.5,0.6484425436392532,113.06168042150064,1.5,0.02429287797686323,241.45742862088886,10.0,0.3713602973401108,126.34319791116828,1.5,0.9399061563699732,1.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
6014,114.0,277.9020055571135,1.0,0.5394210323019483,77.43878926496238,10.0,0.372643215464769,243.7118480066563,10.0,0.06691606927173291,240.89314747734932,1.5,0.8160136108588143,319.90405955729284,10.0,0.4693050651577843,2.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
6021,95.0,153.682315618727,1.5,0.05171610263713994,44.41070118625093,1.0,0.4307377728432781,111.02114029655036,1.0,0.008593805857193337,112.12364799819338,1.0,0.5543378810161371,41.18394694944429,10.0,0.9700842119128092,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
6027,42.0,122.71262405016722,10.0,0.15151072042352035,337.3829602894918,1.0,0.3065345079773079,313.2461610211858,1.0,0.05493803536178549,305.59010747296776,1.5,0.6645386038035508,317.82233311596315,1.5,0.3746297845742929,3.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
6037,3.0,249.70298385119395,1.5,0.07310344293989582,186.3231331943513,10.0,0.3444254246355889,108.19214473449165,1.0,0.036875615756198916,142.81692671077897,1.5,0.3458984162349648,213.13125435232047,1.0,0.8719729169972139,1.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
6042,35.0,56.176751009329216,1.0,0.43900405797323344,40.910138091804576,1.0,0.893888547983627,261.5581887583035,1.0,0.02463822480559426,178.7484404143169,10.0,0.8596090393835674,226.8700720508943,10.0,0.7491492367418225,2.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
6149,16.0,152.46144755367663,10.0,0.08942430338891606,91.29320926616272,10.0,0.4743644357713203,218.3458203065382,1.0,0.10507384275818296,189.32899753920867,1.0,0.9495001447008256,96.07632043344479,1.0,0.08094075259804911,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
6164,26.0,213.21507323453082,1.0,0.14437953117148913,37.549216159599325,1.5,0.2310074496360355,65.51656350553014,1.0,0.0008502703341077919,217.219628236942,1.0,0.204874934436093,247.65263683506848,1.0,0.5632156645279691,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,policy,dikesnet
