,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs,Total Expected Number of Deaths
58,1969889274.456879,1.5385655320800182,0.0,0.0,228213629.22876263,0.44256773297343105,0.0,0.0,0.0,0.0,0.0,0.0,1.9811332650534492
59,842253446.7396666,0.5630487573698819,0.0,0.0,1675619756.5863402,2.7650252642255104,0.0,0.0,0.0,0.0,0.0,0.0,3.328074021595392
60,157400484.37239212,0.11526348520014527,48113657.94022734,0.04689066321939857,1623743218.2494268,2.859514172523136,16078573.013831578,0.007516418762390652,0.0,0.0,0.0,0.0,3.029184739705071
61,249163827.98850065,0.1842214622934482,0.0,0.0,1600435073.6094546,2.8741440850149136,0.0,0.0,0.0,0.0,0.0,0.0,3.058365547308362
62,2007710337.7224398,1.5755987564511684,0.0,0.0,364284318.70884734,0.7063262939415169,15161928.62388914,0.005014272171202941,0.0,0.0,0.0,0.0,2.2869393225638883
63,1547437503.5653324,1.0184719049191395,42162371.40958077,0.036439646604556016,1644246964.6053634,2.686214345633352,0.0,0.0,0.0,0.0,0.0,0.0,3.7411258971570476
64,202506152.9846584,0.17708584603156513,0.0,0.0,1322393418.2865498,2.8055071660316555,52800532.48135421,0.024787160938546698,0.0,0.0,0.0,0.0,3.0073801730017675
65,1311205826.0578227,0.8560218261328894,0.0,0.0,1718326322.6697161,2.8006066915037753,0.0,0.0,0.0,0.0,0.0,0.0,3.6566285176366646
66,1967778036.992863,1.5364995767301015,0.0,0.0,308980960.57409734,0.5960729057699006,0.0,0.0,0.0,0.0,0.0,0.0,2.1325724825000023
67,601176780.3106678,0.38787092590448796,0.0,0.0,1790046797.1137843,2.8438770677951952,0.0,0.0,0.0,0.0,0.0,0.0,3.2317479936996834
68,2217179091.5889945,1.5459633314464891,0.0,0.0,75135007.78976199,0.12824877724039854,0.0,0.0,0.0,0.0,0.0,0.0,1.6742121086868877
69,2246379097.3512025,1.5364995767301015,0.0,0.0,192998266.5817315,0.3239287119690275,0.0,0.0,0.0,0.0,0.0,0.0,1.860428288699129
70,2237364280.7519145,1.5635880850375274,0.0,0.0,1092308709.7130864,1.88958028470137,0.0,0.0,0.0,0.0,0.0,0.0,3.4531683697388975
71,2051409820.5636454,1.1654303089883025,301770168.32261264,0.22257393509350032,1857935221.998712,2.6166532876760176,0.0,0.0,0.0,0.0,0.0,0.0,4.00465753175782
72,2173706468.8177752,1.5750138519163068,0.0,0.0,497267782.6957173,0.8799898608447609,0.0,0.0,0.0,0.0,0.0,0.0,2.4550037127610675
73,2001044728.3457828,1.569066669329012,13132814.452653496,0.01251567777768238,222992052.16794515,0.4267717930439459,0.0,0.0,0.0,0.0,0.0,0.0,2.0083541401506406
74,1567476095.4276106,1.1584497472889188,0.0,0.0,1429836875.8681345,2.626158353040545,0.0,0.0,0.0,0.0,0.0,0.0,3.784608100329464
75,2217395412.9032774,1.5461521323294762,0.0,0.0,1478957882.450203,2.54602403863594,0.0,0.0,0.0,0.0,0.0,0.0,4.092176170965416
76,2490292943.862444,1.5406503111947518,0.0,0.0,1192851094.2544374,1.80978426392695,0.0,0.0,0.0,0.0,0.0,0.0,3.3504345751217017
77,2660358640.2833824,1.5750138519163068,0.0,0.0,1745627466.1551466,2.539808042117273,0.0,0.0,0.0,0.0,0.0,0.0,4.11482189403358
78,184053512.74897105,0.1162464418374958,47681369.11722975,0.03985846948741163,1886827030.774564,2.8627340787814206,0.0,0.0,0.0,0.0,0.0,0.0,3.018838990106328
79,496796607.3660445,0.3372501751982908,161421856.6640136,0.14438422880257926,1716332408.1678445,2.867428839200502,0.0,0.0,0.0,0.0,0.0,0.0,3.349063243201372
80,1375001814.003942,1.0272402386429582,2875529.555929334,0.002921207467137063,1466283822.2338545,2.7299145503542253,4773020.926896791,0.002137894918520481,0.0,0.0,0.0,0.0,3.762213891382841
81,2405602799.2880464,1.56571365624295,0.0,0.0,1565061535.354381,2.487294325312289,0.0,0.0,0.0,0.0,0.0,0.0,4.053007981555239
82,2207732628.4146094,1.5377189942264071,3126005.2128752843,0.0030960103352855976,1513242477.798684,2.6386677601401307,0.0,0.0,0.0,0.0,0.0,0.0,4.179482764701824
83,2501253466.241082,1.5491441182544636,0.0,0.0,252270741.32555145,0.3830597430234472,0.0,0.0,0.0,0.0,0.0,0.0,1.9322038612779109
84,1655114881.0518415,0.8957533013607757,0.0,0.0,2016657620.222189,2.7141924123451835,0.0,0.0,0.0,0.0,0.0,0.0,3.609945713705959
85,1415921233.291426,1.186835901686588,38892744.99957576,0.04503903665389265,1308869317.6637592,2.7616646458578,0.0,0.0,0.0,0.0,0.0,0.0,3.99353958419828
86,2749311289.0096393,1.5547549938635237,0.0,0.0,766710508.151141,1.0747810798595274,17829699.36398452,0.00501455336163234,0.0,0.0,0.0,0.0,2.6345506270846832
87,1988625971.472857,1.5569029353197117,17148844.587589797,0.01846450923409739,1334056930.1803784,2.5914299908604206,0.0,0.0,0.0,0.0,0.0,0.0,4.16679743541423
88,2060271753.829234,1.1717056650476978,0.0,0.0,1864259610.2286856,2.6304765966402672,0.0,0.0,0.0,0.0,0.0,0.0,3.802182261687965
89,2081012490.2733781,1.5272436751486214,0.0,0.0,662337245.5445691,1.2133381837913242,0.0,0.0,0.0,0.0,0.0,0.0,2.7405818589399455
90,173207730.21214777,0.11454238864389897,45942062.60482375,0.040763386405326764,1794366388.5193188,2.855357408557716,0.0,0.0,0.0,0.0,0.0,0.0,3.0106631836069417
