,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs,Total Expected Number of Deaths
42,1918297402.0512125,1.42566362546618,0.0,0.0,1422649329.1669593,2.6212730494067165,0.0,0.0,0.0,0.0,0.0,0.0,4.046936674872897
43,1980341579.8960774,1.5487940996052803,0.0,0.0,955270930.7189534,1.8323049006045549,0.0,0.0,0.0,0.0,0.0,0.0,3.381099000209835
44,2771324557.6334605,1.5703327308863213,0.0,0.0,508622206.2287235,0.716022619064812,0.0,0.0,0.0,0.0,0.0,0.0,2.2863553499511333
45,2282547824.044024,1.5675149523071492,0.0,0.0,884384729.2501882,1.4874647574114417,0.0,0.0,0.0,0.0,0.0,0.0,3.054979709718591
46,2340601108.0327287,1.5128796867817975,0.0,0.0,370033777.67587316,0.5909198188911542,0.0,0.0,0.0,0.0,0.0,0.0,2.103799505672952
47,1845410010.4748304,1.5291237250569838,0.0,0.0,1235952490.185407,2.527307244642752,0.0,0.0,0.0,0.0,0.0,0.0,4.056430969699735
48,2198050167.7738824,1.5292676870234143,0.0,0.0,1462720746.1608934,2.502215598289641,0.0,0.0,0.0,0.0,0.0,0.0,4.0314832853130556
49,408741227.5005311,0.29733537454555137,202444648.3226853,0.1931392054545872,1563900508.779904,2.775211592923786,5690963.183251102,0.0021381135706107,0.0,0.0,0.0,0.0,3.2678242864945353
50,2679459706.270728,1.5591857182137099,0.0,0.0,1756675003.5794652,2.504398685991919,0.0,0.0,0.0,0.0,0.0,0.0,4.063584404205629
51,1830952879.3830488,1.2029211654294234,127176677.73287998,0.10881575745610557,1651714709.3540568,2.704973907224593,0.0,0.0,0.0,0.0,0.0,0.0,4.016710830110122
52,2108906534.7317867,1.5604055007236477,266023893.2307916,0.2584117387771395,1257914827.9714408,2.3044637002682244,0.0,0.0,0.0,0.0,0.0,0.0,4.123280939769012
53,136610129.95686212,0.11399081575146434,42343944.411459774,0.04732923738533701,1407964020.1368575,2.8156575442482543,0.0,0.0,0.0,0.0,0.0,0.0,2.976977597385056
54,79332222.7428779,0.05027142267609902,12078059.68344857,0.01046389523032723,1860846459.6718512,2.8043799724307603,0.0,0.0,0.0,0.0,0.0,0.0,2.8651152903371866
55,760514708.4106331,0.5116089406104416,280894802.48322165,0.2463504450654153,1708191210.0058758,2.8468556584390736,0.0,0.0,0.0,0.0,0.0,0.0,3.6048150441149307
56,2911421529.810075,1.5529095120394083,0.0,0.0,449066911.11035466,0.5873658306142966,0.0,0.0,0.0,0.0,0.0,0.0,2.140275342653705
57,350374012.23325974,0.255502325479665,0.0,0.0,1567873478.9505765,2.785921859023569,0.0,0.0,0.0,0.0,0.0,0.0,3.0414241845032337
